command,mean,stddev,median,user,system,min,max
/usr/lib64/openmpi/bin/mpirun -n 10 ./heat_diffusion -d0.01 -n100000,1.4552265164,0.6911227012895108,1.2356299067,5.805352514999999,2.1485678049999994,1.2090282852,3.4212305182
