command,mean,stddev,median,user,system,min,max
./heat_diffusion -d0.01 -n20 diffusion_100_100,0.34111582870999996,0.0064447345596281656,0.33942238981,0.05899127999999999,0.32924363000000006,0.32995915031,0.35054764431
